Unit ID,Sector,MSI Status,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,Net Price,Cost of Attendance: In State,Cost of Attendance: Out of State,Cost of Attendance: In District,Affordability Gap (net price minus income earned working 10 hrs at min wage),Weekly Hours to Close Gap,State Minimum Wage,Income Earned from Working 10 Hours a Week at State's Minimum Wage,Monthly Center-Based Child Care Cost,Annual Center-Based Child Care Cost,Adjusted Monthly Center-Based Child Care Cost,Monthly Home-Based Child Care Cost,Adjusted Monthly Home-Based Child Care Cost,Annual Home-Based Child Care Cost,Latitude,Longitude,Region #,Institution Name,City,State Abbreviation,Sector Name,MSI Type,"Cost of Attendance: In State, On Campus",County Name,Zip Code,Region,Highest Degree Offered Name,Highest Level Offered Name,Institution Size Category Name,UNIQUE_IDENTIFICATION_NUMBER_OF_THE_INSTITUTION,City of Institution,Institution Type,Sector of Institution,"Average Net Price After Grants, 2020-21","Average Net Price After Grants, 2019-20","Average Net Price After Grants, 2018-19","Percent of First-Time, Full-Time Undergraduates Awarded Pell Grants","Percent Full-time, First-time, Pell Grant Recipients Receiving an Award - 6 Years","Percent Full-time, First-time, Pell Grant Recipients Still Enrolled at Same Institution - 8 Years",Bachelor's Degree Graduation Rate Bachelor Degree Within 6 Years - Total,Bachelor's Degree Graduation Rate Within 4 Years - Total,Bachelor's Degree Graduation Rate Within 5 Years - Total,"First-Time, Full-Time Retention Rate","Percent of Full-time, First-time Degree-Seeking Undergraduates","Average Amount of Institutional Grant Aid Awarded to First-Time, Full-Time Undergraduates","Average Amount of Federal, State, Local, or Institutional Grant Aid Awarded","Percent of First-Time, Full-Time Undergraduates Awarded Federal, State, Local or Institutional Grant Aid",Number of Undergraduates Enrolled,Institution Size Category,Instructional Expenses Per FTE,Instructional Expenses FASB per FTE,Endowment Assets FASB per Student,Hispanic-serving Institution (HSI),Predominantly Black Institution (PBI),Asian American or Native American Pacific Islander-Serving Institution (AANAPISI),Native American Non-Tribal Institution (NANTI),Historically Black College or University (HBCU),Tribal College or University (TCU),Median Earnings of Students Working and Not Enrolled 10 Years After Entry,Median Earnings of Dependent Students Working and Not Enrolled 10 Years After Entry,Median Earnings of Independent Students Working and Not Enrolled 10 Years After Entry,LATITUDE,LONGITUDE
365480,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4481.0,,,,-1144.0,-2.0,11.25,112.5,1176.4,14116.8,1268.39,1116.0,1203.27,13392.0,36.11,-97.11,3.0,Meridian Technology Center,Stillwater,OK,"Public, 2-year",,,Payne County,74074-1899,South,Non-degree granting,"At least 2, but less than 4 academic yrs","Under 1,000",365480,Stillwater,Public Two-Year,4,8993.0,7707.0,,22.0,,,,,,92.0,4.0,1498.0,3924.0,54.0,112.0,1,12647.0,,,,0.0,0.0,0.0,0.0,0.0,27937.0,,24096.0,36,-97
365505,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19043.666666666668,,,,13893.666666666666,26.96666666666667,10.3,103.0,1110.0,13320.0,1196.8,1258.8,1357.24,15105.6,37.81,-92.21,2.0,Waynesville Career Center,Waynesville,MO,"Public, less-than 2-year",,,Pulaski County,65583,Midwest,Non-degree granting,"At least 1, but less than 2 academic yrs","Under 1,000",365505,Waynesville,Public Two-Year,7,26902.0,28703.0,25354.0,52.0,,,,,,69.0,85.0,,5353.0,86.0,26.0,1,42347.0,42347.0,,,0.0,0.0,0.0,0.0,0.0,27937.0,,34589.0,38,-92
365693,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13410.2,,,,8910.2,19.78,9.0,90.0,1325.6,15907.2,1429.26,1144.8,1234.32,13737.6,41.21,-96.08,2.0,Capitol Beauty School,Omaha,NE,"Private for-profit, 2-year",,,Douglas County,68137-2325,Midwest,Non-degree granting,"At least 2, but less than 4 academic yrs","Under 1,000",365693,Omaha,Private For-Profit,6,11299.0,12601.0,10281.0,41.0,,,,,,82.0,16.0,250.0,4494.0,44.0,154.0,1,,,,,0.0,0.0,0.0,0.0,0.0,27937.0,26706.0,24236.0,41,-96
365763,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18732.4,,,,13482.4,25.7,10.5,105.0,1626.8,19521.6,1754.02,1700.4,1833.3699999999997,20404.8,40.88,-74.48,1.0,Morris County Vocational School District,Denville,NJ,"Public, less-than 2-year",,,Morris County,7834,Northeast,Non-degree granting,"At least 1, but less than 2 academic yrs","Under 1,000",365763,Denville,Public Two-Year,7,15434.0,13222.0,14096.0,61.0,,,,,,95.0,69.0,,5552.0,65.0,35.0,1,10945.0,,,,0.0,0.0,0.0,0.0,0.0,27937.0,,,41,-74
365824,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23156.0,,,,18331.0,38.025,9.65,96.5,1194.8,14337.6,1288.23,1317.6,1420.64,15811.2,43.19,-86.27,2.0,Ross Medical Education Center-Roosevelt Park,Roosevelt Park,MI,"Private for-profit, less-than 2-year",,,Muskegon County,49441-4188,Midwest,Non-degree granting,"At least 1, but less than 2 academic yrs","Under 1,000",365824,Roosevelt Park,Private For-Profit,9,18810.0,18216.0,18930.0,58.0,,,,,,72.0,53.0,257.0,5514.0,69.0,122.0,1,,,,,0.0,0.0,0.0,0.0,0.0,27937.0,27512.0,25632.0,43,-86
365833,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23135.75,,,,18310.75,37.975,9.65,96.5,1194.8,14337.6,1288.23,1317.6,1420.64,15811.2,42.88,-85.61,2.0,Ross Medical Education Center-Kentwood,Kentwood,MI,"Private for-profit, less-than 2-year",,,Kent County,49508-5271,Midwest,Non-degree granting,"At least 1, but less than 2 academic yrs","Under 1,000",365833,Kentwood,Private For-Profit,9,16182.0,18176.0,19722.0,61.0,,,,,,59.0,53.0,201.0,5488.0,66.0,127.0,1,,,,,0.0,0.0,0.0,0.0,0.0,27937.0,28320.0,27794.0,43,-86
366003,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12621.0,12621.0,12621.0,,,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,26.3,-80.13,3.0,South Florida Bible College and Theological Seminary,Deerfield Beach,FL,"Private not-for-profit, 4-year or above",,.,Broward County,33442,South,Doctor's degree -  professional practice,Doctor's degree,"Under 1,000",366003,Deerfield Beach,Private Not-For-Profit Four-Year,2,,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,,,0.0,110.0,1,5607.0,5607.0,,,0.0,0.0,0.0,0.0,0.0,36041.0,,,26,-80
366155,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3065.0,,,,-560.0,-1.5,7.25,72.5,857.6,10291.2,924.66,1191.6,1284.78,14299.2,32.49,-92.09,3.0,Cloyd's Barber School 2 Inc,Monroe,LA,"Private for-profit, less-than 2-year",,,Ouachita Parish,71201,South,Non-degree granting,"At least 1, but less than 2 academic yrs","Under 1,000",366155,Monroe,Private For-Profit,9,3120.0,2490.0,2590.0,100.0,,,,,,100.0,3.0,,6000.0,100.0,29.0,1,,,,,0.0,0.0,0.0,0.0,0.0,27937.0,,18370.0,32,-92
366191,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25788.0,,,,20288.0,36.9,11.0,110.0,1246.0,14952.0,1343.44,1335.6,1440.04,16027.2,41.81,-88.1,2.0,Universal Technical Institute of Illinois Inc,Lisle,IL,"Private for-profit, 2-year",,,DuPage County,60532-0000,Midwest,Non-degree granting,"At least 2, but less than 4 academic yrs","1,000 - 4,999",366191,Lisle,Private For-Profit,6,21724.0,21726.0,20290.0,62.0,,,,,,71.0,42.0,1946.0,4998.0,77.0,1331.0,2,,,,,0.0,0.0,0.0,0.0,0.0,27937.0,52301.0,49215.0,42,-88
366252,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25343.0,31166.0,38906.0,31166.0,21718.0,59.9,7.25,72.5,1392.8,16713.6,1501.72,1233.6,1330.07,14803.2,41.23,-77.02,1.0,Pennsylvania College of Technology,Williamsport,PA,"Public, 4-year or above",,35271,Lycoming County,17701-5799,Northeast,Master's degree,Master's degree,"1,000 - 4,999",366252,Williamsport,Public Four-Year,1,23146.0,22973.0,22632.0,38.0,43.0,1.0,55.0,44.0,54.0,76.0,22.0,5255.0,6120.0,84.0,3480.0,2,17554.0,17554.0,7384.0,,0.0,0.0,0.0,0.0,0.0,36041.0,49726.0,43492.0,41,-77
366261,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25559.0,25559.0,25559.0,,,7.25,72.5,1115.6,13387.2,1202.84,1509.6,1627.65,18115.2,29.99,-95.43,3.0,Commonwealth Institute of Funeral Service,Houston,TX,"Private not-for-profit, 2-year",,.,Harris County,77090-5918,South,Associate's degree,Associate's degree,"Under 1,000",366261,Houston,Other,5,34451.0,30126.0,26558.0,39.0,30.0,0.0,,,,53.0,20.0,,1400.0,39.0,254.0,1,2922.0,2922.0,,,0.0,0.0,0.0,0.0,0.0,36041.0,39782.0,35421.0,30,-95
366270,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19972.75,,,,16347.75,45.1,7.25,72.5,857.6,10291.2,924.66,1191.6,1284.78,14299.2,30.46,-91.11,3.0,Delta College of Arts & Technology,Baton Rouge,LA,"Private for-profit, 2-year",,,East Baton Rouge Parish,70806-1529,South,Associate's degree,Associate's degree,"Under 1,000",366270,Baton Rouge,Private For-Profit,6,20440.0,20344.0,18896.0,73.0,56.0,0.0,,,,35.0,5.0,,5650.0,83.0,284.0,1,,,,,0.0,0.0,0.0,0.0,0.0,27937.0,30583.0,30234.0,30,-91
366289,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24095.5,,,,17095.5,24.4,14.0,140.0,1665.2,19982.4,1795.42,1522.8,1641.88,18273.6,33.7,-117.85,4.0,InterCoast Colleges-Santa Ana,Santa Ana,CA,"Private for-profit, less-than 2-year",,,Orange County,92705,West,Non-degree granting,Award of less than one academic year,"Under 1,000",366289,Santa Ana,Private For-Profit,9,30623.0,26459.0,26357.0,69.0,,,,,,,86.0,,3738.0,69.0,7.0,1,,,,,0.0,0.0,0.0,0.0,0.0,27937.0,25522.0,26632.0,34,-118
366340,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6181.333333333333,10380.0,10380.0,10380.0,1806.3333333333333,4.1000000000000005,8.75,87.5,1110.0,13320.0,1196.8,1258.8,1357.24,15105.6,48.29,-109.87,4.0,Stone Child College,Box Elder,MT,"Public, 4-year or above",TRIBAL,.,Chouteau County,59521-9796,West,Bachelor's degree,Bachelor's degree,"Under 1,000",366340,Box Elder,Public Four-Year,1,6086.0,7409.0,3506.0,84.0,16.0,7.0,,,,100.0,8.0,2249.0,6948.0,86.0,192.0,1,7021.0,,,,0.0,0.0,0.0,0.0,1.0,36041.0,,12981.0,48,-110
366368,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,7.25,72.5,1797.2,21566.4,1937.74,1641.6,1769.97,19699.2,40.72,-74.01,1.0,New York Academy of Art,New York,NY,"Private not-for-profit, 4-year or above",,,New York County,10013-2911,Northeast,Master's degree,Master's degree,"Under 1,000",366368,New York,Private Not-For-Profit Four-Year,2,,,,,,,,,,,,,,,,1,11908.0,11908.0,4433.0,,0.0,0.0,0.0,0.0,0.0,,,,41,-74
366395,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6809.6,11130.0,14890.0,11130.0,3184.6,8.78,7.25,72.5,1797.2,21566.4,1937.7400000000002,1641.6,1769.97,19699.2,40.85,-73.06,1.0,Suffolk County Community College,Selden,NY,"Public, 2-year",HSI,.,Suffolk County,11784-2899,Northeast,Associate's degree,Associate's degree,"20,000 and above",366395,Selden,Public Two-Year,4,5707.0,5044.0,5152.0,43.0,32.0,2.0,,,,58.0,14.0,1806.0,5654.0,58.0,9328.0,5,8792.0,,,,0.0,0.0,0.0,0.0,0.0,36041.0,44357.0,42347.0,41,-73
366401,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6774.6,12959.0,17631.0,12959.0,-225.4,-0.3200000000000001,14.0,140.0,1665.2,19982.4,1795.42,1522.8,1641.8800000000003,18273.6,37.71,-121.8,4.0,Las Positas College,Livermore,CA,"Public, 2-year",AANAPII,.,Alameda County,94551-7650,West,Associate's degree,"At least 2, but less than 4 academic yrs","5,000 - 9,999",366401,Livermore,Public Two-Year,4,7675.0,6456.0,5678.0,20.0,56.0,1.0,,,,79.0,10.0,,5806.0,41.0,2194.0,3,6804.0,,,,0.0,1.0,0.0,0.0,0.0,36041.0,43336.0,45567.0,38,-122
366438,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,11.75,117.5,1747.2,20966.4,1883.83,1209.6,1304.19,14515.2,38.29,-76.48,3.0,Blades School of Hair Design,California,MD,"Private for-profit, less-than 2-year",,,St. Mary's County,20619,South,Non-degree granting,"At least 1, but less than 2 academic yrs","Under 1,000",366438,California,Private For-Profit,9,12690.0,13883.0,13558.0,84.0,,,,,,43.0,21.0,,4338.0,84.0,25.0,1,,,,,0.0,0.0,0.0,0.0,0.0,27937.0,,25575.0,38,-76
366465,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7456.25,10483.0,12083.0,10483.0,3831.25,10.575,7.25,72.5,983.2,11798.4,1060.09,1309.2,1411.58,15710.4,32.4,-81.82,3.0,Ogeechee Technical College,Statesboro,GA,"Public, 2-year",,.,Bulloch County,30458,South,Associate's degree,"At least 2, but less than 4 academic yrs","1,000 - 4,999",366465,Statesboro,Public Two-Year,4,5451.0,3098.0,1328.0,63.0,45.0,2.0,,,,58.0,7.0,639.0,7089.0,96.0,775.0,2,5180.0,,,,0.0,0.0,0.0,0.0,0.0,27937.0,26960.0,27828.0,32,-82
366535,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,19946.0,19946.0,19946.0,,,7.25,72.5,1023.2,12278.4,1103.21,986.4,1063.54,11836.8,30.67,-88.14,3.0,Remington College-Mobile Campus,Mobile,AL,"Private not-for-profit, 2-year",,.,Mobile County,36609,South,Associate's degree,Associate's degree,"Under 1,000",366535,Mobile,Other,5,23990.0,19665.0,19973.0,87.0,60.0,0.0,,,,44.0,40.0,793.0,5481.0,96.0,295.0,1,3866.0,3866.0,,,0.0,0.0,0.0,0.0,0.0,27937.0,28544.0,25816.0,31,-88
366553,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26178.8,17019.0,17019.0,17019.0,21853.8,50.519999999999996,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,26.6,-81.88,3.0,Southern Technical College,Fort Myers,FL,"Private for-profit, 4-year or above",,.,Lee County,33907-1108,South,Bachelor's degree,Bachelor's degree,"Under 1,000",366553,Fort Myers,Private For-Profit Four-Year,3,17846.0,17054.0,16528.0,48.0,30.0,1.0,50.0,50.0,50.0,,4.0,,5945.0,54.0,462.0,2,,,,,0.0,0.0,0.0,0.0,0.0,27937.0,32906.0,31640.0,27,-82
366571,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,7.25,72.5,1366.0,16392.0,1472.82,1196.4,1289.96,14356.8,41.99,-91.66,2.0,Mercy-St Luke's School of Radiologic Technology,Cedar Rapids,IA,"Private not-for-profit, 2-year",,,Linn County,52402,Midwest,Non-degree granting,"At least 2, but less than 4 academic yrs","Under 1,000",366571,Cedar Rapids,Other,5,,,,,,,,,,,0.0,,,,21.0,1,8755.0,8755.0,,,0.0,0.0,0.0,0.0,0.0,27937.0,,,42,-92
366605,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,15.0,150.0,1051.6,12619.2,1133.84,1314.0,1416.75,15768.0,35.66,-105.96,4.0,Southwest Acupuncture College-Santa Fe,Santa Fe,NM,"Private for-profit, 4-year or above",,,Santa Fe County,87505,West,Master's degree,Master's degree,"Under 1,000",366605,Santa Fe,Private For-Profit Four-Year,3,,,,,,,,,,,,,,,,1,,,,,0.0,0.0,0.0,0.0,0.0,,,,36,-106
366623,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10038.0,,,,4413.0,7.8,11.25,112.5,1176.4,14116.8,1268.39,1116.0,1203.27,13392.0,36.79,-98.68,3.0,Northwest Technology Center-Alva,Alva,OK,"Public, less-than 2-year",,,Woods County,73717,South,Non-degree granting,"At least 1, but less than 2 academic yrs","Under 1,000",366623,Alva,Public Two-Year,7,,,,40.0,,,,,,100.0,5.0,1291.0,3847.0,100.0,32.0,1,15355.0,,,,0.0,0.0,0.0,0.0,0.0,27937.0,,,37,-99
366632,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,7.25,72.5,1392.8,16713.6,1501.72,1233.6,1330.07,14803.2,41.25,-80.25,1.0,Mercer County Career Center,Mercer,PA,"Public, less-than 2-year",,,Mercer County,16137,Northeast,Non-degree granting,"At least 1, but less than 2 academic yrs","Under 1,000",366632,Mercer,Public Two-Year,7,14738.0,9743.0,10273.0,29.0,,,,,,100.0,63.0,,4043.0,86.0,8.0,1,11583.0,,,,0.0,0.0,0.0,0.0,0.0,27937.0,,35954.0,41,-80
366711,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11516.6,25353.0,37233.0,25353.0,4516.6,6.459999999999999,14.0,140.0,1665.2,19982.4,1795.42,1522.8,1641.8800000000003,18273.6,33.13,-117.16,4.0,California State University-San Marcos,San Marcos,CA,"Public, 4-year or above",AANAPII,26623,San Diego County,92096-0001,West,Doctor's degree - research/scholarship,Doctor's degree,"10,000 - 19,999",366711,San Marcos,Public Four-Year,1,14296.0,12933.0,13010.0,48.0,53.0,2.0,59.0,19.0,50.0,79.0,15.0,5466.0,9298.0,70.0,12123.0,4,6895.0,,,,0.0,0.0,0.0,0.0,0.0,47921.5,52480.0,58488.0,33,-117
367051,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8755.0,,,,3255.0,5.933333333333334,11.0,110.0,1246.0,14952.0,1343.44,1335.6,1440.04,16027.200000000003,40.47,-88.98,2.0,Hairmasters Institute of Cosmetology,Bloomington,IL,"Private for-profit, less-than 2-year",,,McLean County,61701,Midwest,Non-degree granting,"At least 1, but less than 2 academic yrs","Under 1,000",367051,Bloomington,Private For-Profit,9,8575.0,8324.0,8242.0,100.0,,,,,,90.0,26.0,500.0,4512.0,100.0,46.0,1,,,,,0.0,0.0,0.0,0.0,0.0,27937.0,22386.0,22311.0,40,-89
367088,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16625.8,,,,13000.8,35.86,7.25,72.5,1233.6,14803.2,1330.07,1140.0,1229.15,13680.0,39.18,-86.54,2.0,Tricoci University of Beauty Culture LLC-Bloomington,Bloomington,IN,"Private for-profit, less-than 2-year",,,Monroe County,47404,Midwest,Non-degree granting,"At least 1, but less than 2 academic yrs","Under 1,000",367088,Bloomington,Private For-Profit,9,12649.0,14468.0,13239.0,22.0,,,,,,100.0,8.0,,5488.0,22.0,75.0,1,,,,,0.0,0.0,0.0,0.0,0.0,27937.0,,,39,-87
367103,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16358.666666666666,13313.0,13313.0,13313.0,12733.666666666666,35.13333333333333,7.25,72.5,1100.8,13209.6,1186.88,1374.0,1481.45,16488.0,39.08,-84.48,3.0,Interactive College of Technology-Newport,Newport,KY,"Private for-profit, 2-year",,.,Campbell County,41071,South,Associate's degree,Associate's degree,"Under 1,000",367103,Newport,Private For-Profit,6,13497.0,13661.0,14091.0,86.0,19.0,0.0,,,,57.0,28.0,,5820.0,100.0,100.0,1,,,,,0.0,0.0,0.0,0.0,0.0,27937.0,26383.0,24865.0,39,-84
367112,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18566.5,,,,14941.5,41.2,7.25,72.5,857.6,10291.2,924.66,1191.6,1284.78,14299.2,32.52,-92.1,3.0,Miller-Motte College-McCann-Monroe,Monroe,LA,"Private for-profit, 2-year",,,Ouachita Parish,71201,South,Associate's degree,Associate's degree,"Under 1,000",367112,Monroe,Private For-Profit,6,23688.0,21233.0,21421.0,79.0,41.0,0.0,,,,44.0,11.0,,5376.0,93.0,188.0,1,,,,,0.0,0.0,0.0,0.0,0.0,27937.0,29426.0,27694.0,33,-92
367158,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22822.0,,,,17997.0,37.3,9.65,96.5,1194.8,14337.6,1288.23,1317.6,1420.64,15811.2,42.19,-83.25,2.0,Ross Medical Education Center-Taylor,Taylor,MI,"Private for-profit, less-than 2-year",,,Wayne County,48180-6016,Midwest,Non-degree granting,"At least 1, but less than 2 academic yrs","Under 1,000",367158,Taylor,Private For-Profit,9,17418.0,16989.0,18418.0,60.0,,,,,,64.0,35.0,232.0,6195.0,60.0,46.0,1,,,,,0.0,0.0,0.0,0.0,0.0,27937.0,25691.0,27675.0,42,-83
367334,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,7.25,72.5,1797.2,21566.4,1937.74,1641.6,1769.97,19699.2,43.14,-76.19,1.0,National Tractor Trailer School Inc-Liverpool,Liverpool,NY,"Private for-profit, less-than 2-year",,,Onondaga County,13088-0208,Northeast,Non-degree granting,Award of less than one academic year,"Under 1,000",367334,Liverpool,Private For-Profit,9,15993.0,17807.0,18933.0,61.0,,,,,,,75.0,,4502.0,74.0,145.0,1,,,,,0.0,0.0,0.0,0.0,0.0,27937.0,,43699.0,43,-76
367361,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14302.5,13447.0,13447.0,13447.0,10677.5,29.45,7.25,72.5,1115.6,13387.2,1202.84,1509.6,1627.65,18115.2,29.73,-95.54,3.0,Interactive College of Technology,Houston,TX,"Private for-profit, 2-year",,.,Harris County,77063,South,Associate's degree,Associate's degree,"Under 1,000",367361,Houston,Private For-Profit,6,11976.0,11831.0,12517.0,88.0,33.0,0.0,,,,35.0,23.0,,6470.0,88.0,77.0,1,,,,,0.0,0.0,0.0,0.0,0.0,27937.0,24925.0,25130.0,30,-96
367431,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9495.5,,,,5870.5,16.2,7.25,72.5,1392.8,16713.6,1501.72,1233.6,1330.07,14803.2,41.0,-80.34,1.0,Butler Beauty Academy-New Castle Beauty Academy,New Castle,PA,"Private for-profit, less-than 2-year",,,Lawrence County,16101,Northeast,Non-degree granting,"At least 1, but less than 2 academic yrs","Under 1,000",367431,New Castle,Private For-Profit,9,9887.0,10915.0,9994.0,35.0,,,,,,88.0,61.0,,6056.0,38.0,28.0,1,,,,,0.0,0.0,0.0,0.0,0.0,27937.0,20198.0,14040.0,41,-80
367459,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7148.2,10527.0,10831.0,9471.0,1648.2,2.9799999999999995,11.0,110.0,1105.6,13267.2,1192.06,1260.0,1358.53,15120.0,36.36,-94.17,3.0,NorthWest Arkansas Community College,Bentonville,AR,"Public, 2-year",,.,Benton County,72712-5091,South,Associate's degree,Associate's degree,"5,000 - 9,999",367459,Bentonville,Public Two-Year,4,7268.0,6079.0,6578.0,38.0,22.0,2.0,,,,57.0,10.0,1281.0,3207.0,66.0,1804.0,3,5803.0,,,,0.0,0.0,0.0,0.0,0.0,36041.0,38201.0,37728.0,36,-94
367875,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10589.0,,,,6264.0,14.466666666666667,8.65,86.5,1142.4,13708.799999999997,1231.74,1186.8,1279.61,14241.6,27.959999999999997,-82.46,3.0,Brewster Technical College,Tampa,FL,"Public, 2-year",,,Hillsborough County,33602,South,Non-degree granting,"At least 2, but less than 4 academic yrs","1,000 - 4,999",367875,Tampa,Public Two-Year,4,5017.0,4671.0,4565.0,39.0,,,,,,9.0,81.0,878.0,3066.0,77.0,160.0,1,7140.0,,,,0.0,0.0,0.0,0.0,0.0,27937.0,32606.0,25004.0,28,-82
367884,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22715.75,18253.0,18253.0,18253.0,18390.75,42.525,8.65,86.5,1142.4,13708.8,1231.74,1186.8,1279.61,14241.6,26.61,-81.82,3.0,Hodges University,Fort Myers,FL,"Private not-for-profit, 4-year or above",HSI,.,Lee County,33966,South,Master's degree,Master's degree,"Under 1,000",367884,Fort Myers,Private Not-For-Profit Four-Year,2,20027.0,21204.0,21577.0,60.0,21.0,2.0,15.0,9.0,15.0,50.0,4.0,500.0,7137.0,80.0,211.0,1,8089.0,8089.0,4365.0,,0.0,0.0,0.0,0.0,0.0,47921.5,33190.0,34625.0,27,-82
367954,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,14.0,140.0,1665.2,19982.4,1795.42,1522.8,1641.88,18273.6,33.15,-117.17,4.0,University of St. Augustine for Health Sciences,San Marcos,CA,"Private for-profit, 4-year or above",,,San Diego County,92069,West,Doctor's degree - research/scholarship and professional practice,Doctor's degree,"5,000 - 9,999",367954,San Marcos,Private For-Profit Four-Year,3,,,,,,,,,,,,,,,,3,,,,,0.0,0.0,0.0,0.0,0.0,,,,33,-117
367972,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20400.0,20400.0,20400.0,,,11.0,110.0,1246.0,14952.0,1343.44,1335.6,1440.04,16027.2,39.72,-89.63,2.0,Capital Area School of Practical Nursing,Springfield,IL,"Public, less-than 2-year",,.,Sangamon County,62712-3803,Midwest,Non-degree granting,"At least 1, but less than 2 academic yrs","Under 1,000",367972,Springfield,Public Two-Year,7,,,,,,,,,,,0.0,,,,105.0,1,5887.0,,,,0.0,0.0,0.0,0.0,0.0,27937.0,,47371.0,40,-90
367981,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19137.0,,,,13637.0,24.8,11.0,110.0,1246.0,14952.0,1343.44,1335.6,1440.04,16027.2,41.7,-87.82,2.0,Hair Professionals Career College,Palos Hills,IL,"Private for-profit, less-than 2-year",,,Cook County,60465,Midwest,Non-degree granting,"At least 1, but less than 2 academic yrs","Under 1,000",367981,Palos Hills,Private For-Profit,9,16511.0,19855.0,14626.0,57.0,,,,,,100.0,3.0,3500.0,6444.0,57.0,39.0,1,,,,,0.0,0.0,0.0,0.0,0.0,27937.0,26355.0,20242.0,42,-88
368230,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19102.75,,,,13852.75,26.4,10.5,105.0,1626.8,19521.6,1754.02,1700.4,1833.37,20404.8,40.79,-74.2,1.0,Empire Beauty School-Bloomfield,Bloomfield,NJ,"Private for-profit, less-than 2-year",,,Essex County,7003,Northeast,Non-degree granting,"At least 1, but less than 2 academic yrs","Under 1,000",368230,Bloomfield,Private For-Profit,9,16522.0,16716.0,15490.0,65.0,,,,,,59.0,43.0,917.0,5142.0,68.0,68.0,1,,,,,0.0,0.0,0.0,0.0,0.0,27937.0,25575.0,23720.0,41,-74
368364,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12156.5,,,,6531.5,11.600000000000001,11.25,112.5,1176.4,14116.8,1268.39,1116.0,1203.27,13392.0,34.67,-99.34,3.0,Southwest Technology Center,Altus,OK,"Public, less-than 2-year",,,Jackson County,73521,South,Non-degree granting,"At least 1, but less than 2 academic yrs","Under 1,000",368364,Altus,Public Two-Year,7,13139.0,13369.0,13052.0,62.0,,,,,,77.0,18.0,2500.0,5128.0,82.0,95.0,1,9132.0,,,,0.0,0.0,0.0,0.0,0.0,27937.0,,40103.0,35,-99
